customer_id,full_name,date_of_purchase,age,state,mtn_device,gender,satisfaction_rate,customer_review,customer_tenure_in_months,subscription_plan,unit_price,number_of_times_purchased,total_revenue,data_usage,customer_churn_status,reasons_for_churn
CUST0094,Maryam Tucker,February,31,Oyo,Broadband MiFi,Male,1,Poor,27,150GB FUP Monthly Unlimited,20000,1,20000,58.61,Yes,Fast Data Consumption
CUST0094,Maryam Tucker,February,31,Oyo,5G Broadband Router,Male,1,Poor,27,200GB Monthly Broadband Plan,25000,14,350000,48.49,Yes,Fast Data Consumption
CUST0094,Maryam Tucker,February,31,Oyo,Mobile SIM Card,Male,1,Poor,27,1.5GB 2-Day Plan,600,3,1800,133.04,Yes,Fast Data Consumption
CUST0095,Sarah James,February,62,Kaduna,5G Broadband Router,Male,1,Poor,25,30GB Monthly Broadband Plan,9000,3,27000,71.74,No,No Churn
CUST0095,Sarah James,February,62,Kaduna,Mobile SIM Card,Male,1,Poor,25,7GB Monthly Plan,3500,4,14000,48.6,No,No Churn
CUST0096,Tega Turner,March,33,Rivers,Mobile SIM Card,Female,2,Fair,35,1.5GB 2-Day Plan,600,3,1800,162.39,No,No Churn
CUST0096,Tega Turner,March,33,Rivers,5G Broadband Router,Female,2,Fair,35,1.5TB Yearly Broadband Plan,150000,7,1050000,7.88,No,No Churn
CUST0097,Ese Perez,February,55,Zamfara,5G Broadband Router,Female,3,Good,53,200GB Monthly Broadband Plan,25000,2,50000,172.5,Yes,High Call Tarriffs
CUST0098,Tega Murray,February,50,Delta,5G Broadband Router,Female,4,Very Good,28,1.5TB Yearly Broadband Plan,150000,12,1800000,138.57,No,No Churn
CUST0098,Tega Murray,February,50,Delta,Broadband MiFi,Female,4,Very Good,28,120GB Monthly Broadband Plan,24000,3,72000,53.71,No,No Churn
CUST0099,Boma Gonzalez,March,26,Kwara,5G Broadband Router,Male,3,Good,35,450GB 3-Month Broadband Plan,75000,15,1125000,33.75,Yes,Costly Data Plans
CUST0099,Boma Gonzalez,March,26,Kwara,4G Router,Male,3,Good,35,25GB Monthly Plan,9000,12,108000,89.7,Yes,Costly Data Plans
CUST0099,Boma Gonzalez,March,26,Kwara,Mobile SIM Card,Male,3,Good,35,20GB Monthly Plan,7500,2,15000,55.27,Yes,Costly Data Plans
CUST0100,Kunle Davis,February,67,Gombe,Broadband MiFi,Male,5,Excellent,2,30GB Monthly Broadband Plan,9000,12,108000,47.58,No,No Churn
CUST0100,Kunle Davis,February,67,Gombe,Mobile SIM Card,Male,5,Excellent,2,7GB Monthly Plan,3500,19,66500,76.88,No,No Churn
CUST0101,Bola Brown,February,35,Nasarawa,5G Broadband Router,Female,1,Poor,24,120GB Monthly Broadband Plan,24000,4,96000,50.3,No,No Churn
CUST0101,Bola Brown,February,35,Nasarawa,Mobile SIM Card,Female,1,Poor,24,65GB Monthly Plan,16000,16,256000,147.27,No,No Churn
CUST0101,Bola Brown,February,35,Nasarawa,Mobile SIM Card,Female,1,Poor,24,16.5GB+10mins Monthly Plan,6500,18,117000,77.7,No,No Churn
CUST0102,Ifeanyi Burns,March,49,Edo,Mobile SIM Card,Female,4,Very Good,14,1.5GB 2-Day Plan,600,15,9000,179.79,Yes,Poor Customer Service
CUST0103,Chinedu Barrera,March,56,Ekiti,4G Router,Male,3,Good,36,65GB Monthly Plan,16000,5,80000,197.03,No,No Churn
CUST0103,Chinedu Barrera,March,56,Ekiti,Mobile SIM Card,Male,3,Good,36,500MB Daily Plan,350,1,350,158.18,No,No Churn
CUST0103,Chinedu Barrera,March,56,Ekiti,Broadband MiFi,Male,3,Good,36,300GB FUP Monthly Unlimited,30000,12,360000,111.03,No,No Churn
CUST0104,Zina Fischer,February,32,Katsina,Broadband MiFi,Male,4,Very Good,20,300GB FUP Monthly Unlimited,30000,15,450000,128.65,No,No Churn
CUST0104,Zina Fischer,February,32,Katsina,Mobile SIM Card,Male,4,Very Good,20,12.5GB Monthly Plan,5500,12,66000,136.18,No,No Churn
CUST0105,Amaka Garcia,January,39,Borno,Mobile SIM Card,Female,1,Poor,33,25GB Monthly Plan,9000,8,72000,186.98,No,No Churn
CUST0105,Amaka Garcia,January,39,Borno,Broadband MiFi,Female,1,Poor,33,300GB FUP Monthly Unlimited,30000,17,510000,189.52,No,No Churn
CUST0106,Abubakar Holmes,March,26,Edo,Broadband MiFi,Male,2,Fair,41,120GB Monthly Broadband Plan,24000,5,120000,188.35,No,No Churn
CUST0106,Abubakar Holmes,March,26,Edo,5G Broadband Router,Male,2,Fair,41,300GB FUP Monthly Unlimited,30000,20,600000,131.92,No,No Churn
CUST0106,Abubakar Holmes,March,26,Edo,Mobile SIM Card,Male,2,Fair,41,7GB Monthly Plan,3500,19,66500,168.58,No,No Churn
CUST0107,Bola Rogers,March,19,Katsina,4G Router,Male,2,Fair,42,10GB+10mins Monthly Plan,4500,10,45000,128.56,No,No Churn
CUST0108,John Rose,January,47,Kebbi,Mobile SIM Card,Female,1,Poor,30,7GB Monthly Plan,3500,11,38500,121.53,Yes,Fast Data Consumption
CUST0108,John Rose,January,47,Kebbi,Broadband MiFi,Female,1,Poor,30,300GB FUP Monthly Unlimited,30000,12,360000,146.97,Yes,Fast Data Consumption
CUST0109,Tamuno Bates,February,32,Gombe,Mobile SIM Card,Male,4,Very Good,21,65GB Monthly Plan,16000,13,208000,10.6,Yes,Fast Data Consumption
CUST0110,Ibim Richards,March,47,Abuja (FCT),Mobile SIM Card,Female,2,Fair,60,1GB+1.5mins Daily Plan,500,3,1500,99.73,No,No Churn
CUST0110,Ibim Richards,March,47,Abuja (FCT),4G Router,Female,2,Fair,60,165GB Monthly Plan,35000,8,280000,101.34,No,No Churn
CUST0111,Fatima Blevins,February,61,Oyo,Mobile SIM Card,Male,5,Excellent,19,3.2GB 2-Day Plan,1000,9,9000,86.47,No,No Churn
CUST0111,Fatima Blevins,February,61,Oyo,4G Router,Male,5,Excellent,19,25GB Monthly Plan,9000,12,108000,152.89,No,No Churn
CUST0111,Fatima Blevins,February,61,Oyo,Broadband MiFi,Male,5,Excellent,19,30GB Monthly Broadband Plan,9000,19,171000,80.42,No,No Churn
CUST0112,Bala Smith,February,62,Cross River,Broadband MiFi,Male,5,Excellent,25,60GB Monthly Broadband Plan,14500,11,159500,74.95,Yes,Relocation
CUST0112,Bala Smith,February,62,Cross River,Mobile SIM Card,Male,5,Excellent,25,16.5GB+10mins Monthly Plan,6500,5,32500,187.82,Yes,Relocation
CUST0112,Bala Smith,February,62,Cross River,5G Broadband Router,Male,5,Excellent,25,60GB Monthly Broadband Plan,14500,13,188500,120.69,Yes,Relocation
CUST0113,Michael Evans,March,21,Rivers,4G Router,Male,4,Very Good,9,25GB Monthly Plan,9000,11,99000,186.31,No,No Churn
CUST0114,Amina Todd,February,66,Abia,5G Broadband Router,Female,5,Excellent,33,200GB Monthly Broadband Plan,25000,14,350000,134.92,Yes,Better Offers from Competitors
CUST0115,Maryam Smith,February,19,Taraba,Mobile SIM Card,Female,1,Poor,42,1.5GB 2-Day Plan,600,8,4800,164.42,No,No Churn
CUST0116,Bola Garcia,March,30,Benue,Mobile SIM Card,Male,4,Very Good,29,16.5GB+10mins Monthly Plan,6500,16,104000,155.11,Yes,High Call Tarriffs
CUST0117,Sade Collins,March,33,Bauchi,4G Router,Male,4,Very Good,36,25GB Monthly Plan,9000,9,81000,109.48,No,No Churn
CUST0117,Sade Collins,March,33,Bauchi,Mobile SIM Card,Male,4,Very Good,36,12.5GB Monthly Plan,5500,8,44000,38.86,No,No Churn
CUST0118,Zainab Garcia,March,54,Osun,5G Broadband Router,Female,2,Fair,50,200GB Monthly Broadband Plan,25000,9,225000,112.32,No,No Churn
CUST0118,Zainab Garcia,March,54,Osun,4G Router,Female,2,Fair,50,25GB Monthly Plan,9000,18,162000,24.81,No,No Churn
CUST0119,Omamuzo Terry,January,66,Ekiti,5G Broadband Router,Male,3,Good,19,1.5TB Yearly Broadband Plan,150000,16,2400000,131.37,No,No Churn
CUST0120,Fatima Lindsey,March,41,Adamawa,4G Router,Female,2,Fair,60,10GB+10mins Monthly Plan,4500,2,9000,127.77,Yes,High Call Tarriffs
CUST0120,Fatima Lindsey,March,41,Adamawa,Broadband MiFi,Female,2,Fair,60,30GB Monthly Broadband Plan,9000,16,144000,82.95,Yes,High Call Tarriffs
CUST0120,Fatima Lindsey,March,41,Adamawa,5G Broadband Router,Female,2,Fair,60,150GB FUP Monthly Unlimited,20000,5,100000,136.4,Yes,High Call Tarriffs
CUST0121,Tunde Smith,February,36,Kogi,Broadband MiFi,Female,3,Good,31,120GB Monthly Broadband Plan,24000,2,48000,147.87,No,No Churn
CUST0121,Tunde Smith,February,36,Kogi,Mobile SIM Card,Female,3,Good,31,1.5GB 2-Day Plan,600,6,3600,83.87,No,No Churn
CUST0121,Tunde Smith,February,36,Kogi,5G Broadband Router,Female,3,Good,31,30GB Monthly Broadband Plan,9000,13,117000,199.44,No,No Churn
CUST0122,Grace Fowler,March,39,Cross River,5G Broadband Router,Male,5,Excellent,1,1.5TB Yearly Broadband Plan,150000,5,750000,177.91,No,No Churn
CUST0122,Grace Fowler,March,39,Cross River,4G Router,Male,5,Excellent,1,165GB Monthly Plan,35000,4,140000,54.93,No,No Churn
CUST0123,Tega Chen,February,36,Sokoto,4G Router,Female,1,Poor,46,165GB Monthly Plan,35000,17,595000,165.48,No,No Churn
CUST0123,Tega Chen,February,36,Sokoto,Broadband MiFi,Female,1,Poor,46,300GB FUP Monthly Unlimited,30000,4,120000,17.8,No,No Churn
CUST0124,Shehu Nguyen,February,33,Taraba,5G Broadband Router,Female,1,Poor,60,120GB Monthly Broadband Plan,24000,19,456000,116.7,Yes,Poor Customer Service
CUST0124,Shehu Nguyen,February,33,Taraba,4G Router,Female,1,Poor,60,65GB Monthly Plan,16000,12,192000,52.68,Yes,Poor Customer Service
CUST0125,Halima Aguilar,February,23,Delta,5G Broadband Router,Female,4,Very Good,20,120GB Monthly Broadband Plan,24000,8,192000,73.83,No,No Churn
CUST0125,Halima Aguilar,February,23,Delta,Mobile SIM Card,Female,4,Very Good,20,500MB Daily Plan,350,16,5600,191.49,No,No Churn
CUST0125,Halima Aguilar,February,23,Delta,Broadband MiFi,Female,4,Very Good,20,150GB FUP Monthly Unlimited,20000,20,400000,91.27,No,No Churn
CUST0126,Ejiro Ware,February,69,Taraba,Mobile SIM Card,Male,5,Excellent,49,16.5GB+10mins Monthly Plan,6500,3,19500,140.9,No,No Churn
CUST0127,Ifeanyi Clayton,February,23,Zamfara,Mobile SIM Card,Male,2,Fair,37,12.5GB Monthly Plan,5500,17,93500,18.64,No,No Churn
CUST0127,Ifeanyi Clayton,February,23,Zamfara,Broadband MiFi,Male,2,Fair,37,60GB Monthly Broadband Plan,14500,15,217500,161.83,No,No Churn
CUST0127,Ifeanyi Clayton,February,23,Zamfara,5G Broadband Router,Male,2,Fair,37,300GB FUP Monthly Unlimited,30000,15,450000,102.89,No,No Churn
CUST0128,Sade Berry,March,75,Abia,Broadband MiFi,Male,1,Poor,26,300GB FUP Monthly Unlimited,30000,18,540000,140.23,No,No Churn
CUST0128,Sade Berry,March,75,Abia,Mobile SIM Card,Male,1,Poor,26,2.5GB 2-Day Plan,900,3,2700,186.95,No,No Churn
CUST0128,Sade Berry,March,75,Abia,Mobile SIM Card,Male,1,Poor,26,165GB Monthly Plan,35000,14,490000,6.83,No,No Churn
CUST0129,Shehu Lee,February,33,Kogi,Mobile SIM Card,Female,4,Very Good,58,16.5GB+10mins Monthly Plan,6500,12,78000,27.03,No,No Churn
CUST0129,Shehu Lee,February,33,Kogi,Broadband MiFi,Female,4,Very Good,58,30GB Monthly Broadband Plan,9000,18,162000,36.11,No,No Churn
CUST0130,Tamuno Greer,January,32,Osun,Mobile SIM Card,Male,3,Good,49,500MB Daily Plan,350,12,4200,49.88,No,No Churn
CUST0130,Tamuno Greer,January,32,Osun,5G Broadband Router,Male,3,Good,49,300GB FUP Monthly Unlimited,30000,4,120000,55.49,No,No Churn
CUST0130,Tamuno Greer,January,32,Osun,4G Router,Male,3,Good,49,65GB Monthly Plan,16000,14,224000,161.99,No,No Churn
CUST0131,Funke Hart,January,46,Ondo,Broadband MiFi,Male,4,Very Good,7,60GB Monthly Broadband Plan,14500,18,261000,88.07,No,No Churn
CUST0131,Funke Hart,January,46,Ondo,Mobile SIM Card,Male,4,Very Good,7,500MB Daily Plan,350,2,700,151.0,No,No Churn
CUST0131,Funke Hart,January,46,Ondo,5G Broadband Router,Male,4,Very Good,7,300GB FUP Monthly Unlimited,30000,10,300000,101.03,No,No Churn
CUST0132,Nura Yang,February,56,Niger,Broadband MiFi,Male,5,Excellent,20,120GB Monthly Broadband Plan,24000,6,144000,176.0,Yes,Costly Data Plans
CUST0132,Nura Yang,February,56,Niger,5G Broadband Router,Male,5,Excellent,20,450GB 3-Month Broadband Plan,75000,2,150000,111.39,Yes,Costly Data Plans
CUST0133,Oghene Cooper,February,64,Bauchi,Mobile SIM Card,Female,4,Very Good,45,500MB Daily Plan,350,10,3500,169.94,Yes,Fast Data Consumption
CUST0134,Obinna Branch,February,75,Oyo,Broadband MiFi,Female,4,Very Good,27,300GB FUP Monthly Unlimited,30000,7,210000,18.95,Yes,Poor Customer Service
CUST0134,Obinna Branch,February,75,Oyo,4G Router,Female,4,Very Good,27,65GB Monthly Plan,16000,20,320000,54.06,Yes,Poor Customer Service
CUST0135,Bola Anderson,February,25,Benue,Mobile SIM Card,Male,3,Good,31,10GB+10mins Monthly Plan,4500,4,18000,192.43,No,No Churn
CUST0136,John Hill,February,47,Ondo,Mobile SIM Card,Female,5,Excellent,59,16.5GB+10mins Monthly Plan,6500,10,65000,129.92,No,No Churn
CUST0136,John Hill,February,47,Ondo,4G Router,Female,5,Excellent,59,25GB Monthly Plan,9000,16,144000,72.25,No,No Churn
CUST0137,Zina Singh,February,28,Taraba,4G Router,Female,3,Good,59,10GB+10mins Monthly Plan,4500,18,81000,3.74,No,No Churn
CUST0138,Ibim Brown,February,53,Plateau,Mobile SIM Card,Male,4,Very Good,22,16.5GB+10mins Monthly Plan,6500,11,71500,131.09,No,No Churn
CUST0139,Saidu Holt,March,78,Yobe,4G Router,Female,2,Fair,11,65GB Monthly Plan,16000,3,48000,105.03,Yes,Relocation
CUST0139,Saidu Holt,March,78,Yobe,5G Broadband Router,Female,2,Fair,11,30GB Monthly Broadband Plan,9000,14,126000,152.99,Yes,Relocation
CUST0140,Amaka Vang,February,45,Kaduna,Mobile SIM Card,Male,5,Excellent,1,12.5GB Monthly Plan,5500,18,99000,3.64,No,No Churn
CUST0141,Ibim Faulkner,March,17,Kano,Mobile SIM Card,Female,1,Poor,35,3.2GB 2-Day Plan,1000,8,8000,105.11,No,No Churn
CUST0142,Bala Hood,February,48,Ekiti,Mobile SIM Card,Female,1,Poor,51,500MB Daily Plan,350,8,2800,198.05,No,No Churn
CUST0142,Bala Hood,February,48,Ekiti,5G Broadband Router,Female,1,Poor,51,120GB Monthly Broadband Plan,24000,3,72000,136.97,No,No Churn
CUST0143,Bola Brooks,February,27,Kebbi,Mobile SIM Card,Female,1,Poor,25,165GB Monthly Plan,35000,11,385000,129.16,No,No Churn
CUST0143,Bola Brooks,February,27,Kebbi,Broadband MiFi,Female,1,Poor,25,120GB Monthly Broadband Plan,24000,4,96000,195.48,No,No Churn
CUST0143,Bola Brooks,February,27,Kebbi,Mobile SIM Card,Female,1,Poor,25,16.5GB+10mins Monthly Plan,6500,8,52000,183.87,No,No Churn
CUST0144,Fatima Wheeler,January,76,Akwa Ibom,Broadband MiFi,Male,3,Good,60,30GB Monthly Broadband Plan,9000,19,171000,192.31,No,No Churn
CUST0144,Fatima Wheeler,January,76,Akwa Ibom,Mobile SIM Card,Male,3,Good,60,1.5GB 2-Day Plan,600,13,7800,150.57,No,No Churn
CUST0144,Fatima Wheeler,January,76,Akwa Ibom,4G Router,Male,3,Good,60,65GB Monthly Plan,16000,19,304000,60.21,No,No Churn
CUST0145,Halima Valencia,February,65,Adamawa,Broadband MiFi,Female,1,Poor,25,60GB Monthly Broadband Plan,14500,3,43500,46.81,No,No Churn
CUST0145,Halima Valencia,February,65,Adamawa,Mobile SIM Card,Female,1,Poor,25,7GB Monthly Plan,3500,20,70000,121.23,No,No Churn
CUST0146,Tamuno Boyd,February,57,Kano,Mobile SIM Card,Female,4,Very Good,51,20GB Monthly Plan,7500,20,150000,17.6,Yes,Relocation
CUST0146,Tamuno Boyd,February,57,Kano,Broadband MiFi,Female,4,Very Good,51,300GB FUP Monthly Unlimited,30000,3,90000,159.71,Yes,Relocation
CUST0147,Chinedu Martinez,February,50,Plateau,Broadband MiFi,Female,4,Very Good,46,30GB Monthly Broadband Plan,9000,15,135000,188.62,No,No Churn
CUST0148,Ejiro Finley,February,50,Anambra,Mobile SIM Card,Male,4,Very Good,6,3.2GB 2-Day Plan,1000,3,3000,71.11,No,No Churn
CUST0148,Ejiro Finley,February,50,Anambra,Broadband MiFi,Male,4,Very Good,6,120GB Monthly Broadband Plan,24000,11,264000,119.81,No,No Churn
CUST0148,Ejiro Finley,February,50,Anambra,5G Broadband Router,Male,4,Very Good,6,450GB 3-Month Broadband Plan,75000,14,1050000,2.96,No,No Churn
CUST0149,Omamuzo Levine,February,26,Imo,Mobile SIM Card,Male,2,Fair,44,3.2GB 2-Day Plan,1000,9,9000,33.86,Yes,Costly Data Plans
CUST0149,Omamuzo Levine,February,26,Imo,Broadband MiFi,Male,2,Fair,44,60GB Monthly Broadband Plan,14500,3,43500,60.3,Yes,Costly Data Plans
CUST0150,Ejiro Roman,February,48,Imo,Mobile SIM Card,Female,4,Very Good,39,7GB Monthly Plan,3500,13,45500,168.4,Yes,Costly Data Plans
CUST0151,Tega Mendez,February,72,Bayelsa,4G Router,Female,3,Good,53,10GB+10mins Monthly Plan,4500,11,49500,192.93,No,No Churn
CUST0151,Tega Mendez,February,72,Bayelsa,Mobile SIM Card,Female,3,Good,53,1GB+1.5mins Daily Plan,500,16,8000,147.11,No,No Churn
CUST0151,Tega Mendez,February,72,Bayelsa,5G Broadband Router,Female,3,Good,53,60GB Monthly Broadband Plan,14500,9,130500,65.51,No,No Churn
CUST0152,Tamuno Yang,February,62,Delta,4G Router,Male,5,Excellent,38,25GB Monthly Plan,9000,3,27000,166.34,Yes,High Call Tarriffs
CUST0152,Tamuno Yang,February,62,Delta,Mobile SIM Card,Male,5,Excellent,38,20GB Monthly Plan,7500,5,37500,134.76,Yes,High Call Tarriffs
CUST0153,Maryam Williams,February,46,Edo,Mobile SIM Card,Male,4,Very Good,46,16.5GB+10mins Monthly Plan,6500,14,91000,184.74,Yes,Relocation
CUST0153,Maryam Williams,February,46,Edo,5G Broadband Router,Male,4,Very Good,46,30GB Monthly Broadband Plan,9000,12,108000,158.25,Yes,Relocation
CUST0154,David Miller,March,26,Anambra,Mobile SIM Card,Male,2,Fair,43,7GB Monthly Plan,3500,14,49000,193.16,No,No Churn
CUST0155,Ngozi Fowler,February,17,Anambra,4G Router,Female,4,Very Good,15,10GB+10mins Monthly Plan,4500,10,45000,96.81,No,No Churn
CUST0155,Ngozi Fowler,February,17,Anambra,Mobile SIM Card,Female,4,Very Good,15,12.5GB Monthly Plan,5500,3,16500,184.15,No,No Churn
CUST0156,Ifeanyi Garcia,February,34,Ekiti,Mobile SIM Card,Female,2,Fair,22,12.5GB Monthly Plan,5500,15,82500,144.54,No,No Churn
CUST0156,Ifeanyi Garcia,February,34,Ekiti,Broadband MiFi,Female,2,Fair,22,300GB FUP Monthly Unlimited,30000,2,60000,13.9,No,No Churn
CUST0157,Ifeanyi Jimenez,February,18,Bayelsa,4G Router,Male,2,Fair,44,10GB+10mins Monthly Plan,4500,13,58500,46.76,No,No Churn
CUST0157,Ifeanyi Jimenez,February,18,Bayelsa,Mobile SIM Card,Male,2,Fair,44,1.5GB 2-Day Plan,600,14,8400,37.68,No,No Churn
CUST0159,Kunle Nielsen,March,29,Adamawa,Mobile SIM Card,Male,2,Fair,24,7GB Monthly Plan,3500,20,70000,119.6,No,No Churn
CUST0159,Kunle Nielsen,March,29,Adamawa,5G Broadband Router,Male,2,Fair,24,450GB 3-Month Broadband Plan,75000,12,900000,117.61,No,No Churn
CUST0160,Oghene Diaz,January,74,Enugu,5G Broadband Router,Female,2,Fair,59,150GB FUP Monthly Unlimited,20000,5,100000,37.02,No,No Churn
CUST0161,Michael Wilson,February,65,Kogi,4G Router,Male,4,Very Good,37,165GB Monthly Plan,35000,6,210000,58.12,Yes,High Call Tarriffs
CUST0161,Michael Wilson,February,65,Kogi,5G Broadband Router,Male,4,Very Good,37,200GB Monthly Broadband Plan,25000,20,500000,168.48,Yes,High Call Tarriffs
CUST0161,Michael Wilson,February,65,Kogi,Broadband MiFi,Male,4,Very Good,37,30GB Monthly Broadband Plan,9000,1,9000,173.17,Yes,High Call Tarriffs
CUST0162,Grace Gallegos,February,33,Benue,Mobile SIM Card,Female,4,Very Good,36,1.5GB 2-Day Plan,600,1,600,16.99,No,No Churn
CUST0162,Grace Gallegos,February,33,Benue,4G Router,Female,4,Very Good,36,10GB+10mins Monthly Plan,4500,9,40500,58.77,No,No Churn
CUST0163,Nura Jackson,February,52,Abuja (FCT),Broadband MiFi,Female,5,Excellent,37,120GB Monthly Broadband Plan,24000,2,48000,164.61,No,No Churn
CUST0163,Nura Jackson,February,52,Abuja (FCT),4G Router,Female,5,Excellent,37,165GB Monthly Plan,35000,14,490000,109.5,No,No Churn
CUST0163,Nura Jackson,February,52,Abuja (FCT),5G Broadband Router,Female,5,Excellent,37,150GB FUP Monthly Unlimited,20000,8,160000,147.33,No,No Churn
CUST0164,Maryam Diaz,January,20,Nasarawa,Mobile SIM Card,Female,4,Very Good,23,10GB+10mins Monthly Plan,4500,19,85500,162.24,No,No Churn
CUST0165,Oghene Allison,February,70,Abuja (FCT),5G Broadband Router,Male,2,Fair,51,300GB FUP Monthly Unlimited,30000,10,300000,65.07,No,No Churn
CUST0165,Oghene Allison,February,70,Abuja (FCT),Mobile SIM Card,Male,2,Fair,51,1GB+1.5mins Daily Plan,500,17,8500,114.76,No,No Churn
CUST0165,Oghene Allison,February,70,Abuja (FCT),4G Router,Male,2,Fair,51,65GB Monthly Plan,16000,14,224000,27.55,No,No Churn
CUST0166,Sade Suarez,February,51,Borno,Mobile SIM Card,Male,3,Good,16,1GB+1.5mins Daily Plan,500,13,6500,125.75,No,No Churn
CUST0166,Sade Suarez,February,51,Borno,4G Router,Male,3,Good,16,165GB Monthly Plan,35000,3,105000,15.57,No,No Churn
CUST0166,Sade Suarez,February,51,Borno,Broadband MiFi,Male,3,Good,16,60GB Monthly Broadband Plan,14500,9,130500,103.36,No,No Churn
CUST0167,Ejiro Thomas,January,74,Yobe,5G Broadband Router,Female,1,Poor,38,450GB 3-Month Broadband Plan,75000,14,1050000,43.96,No,No Churn
CUST0167,Ejiro Thomas,January,74,Yobe,Broadband MiFi,Female,1,Poor,38,150GB FUP Monthly Unlimited,20000,11,220000,99.2,No,No Churn
CUST0168,Abubakar Weiss,March,59,Borno,Broadband MiFi,Female,1,Poor,51,150GB FUP Monthly Unlimited,20000,1,20000,88.54,Yes,High Call Tarriffs
CUST0168,Abubakar Weiss,March,59,Borno,Mobile SIM Card,Female,1,Poor,51,20GB Monthly Plan,7500,5,37500,40.86,Yes,High Call Tarriffs
CUST0169,Maryam Dean,March,36,Akwa Ibom,4G Router,Male,3,Good,42,25GB Monthly Plan,9000,8,72000,145.33,Yes,High Call Tarriffs
CUST0169,Maryam Dean,March,36,Akwa Ibom,Broadband MiFi,Male,3,Good,42,60GB Monthly Broadband Plan,14500,4,58000,131.27,Yes,High Call Tarriffs
CUST0169,Maryam Dean,March,36,Akwa Ibom,Mobile SIM Card,Male,3,Good,42,2.5GB 2-Day Plan,900,3,2700,43.08,Yes,High Call Tarriffs
CUST0170,Amaka Whitaker,January,44,Bauchi,4G Router,Female,3,Good,1,65GB Monthly Plan,16000,3,48000,46.17,No,No Churn
CUST0170,Amaka Whitaker,January,44,Bauchi,Mobile SIM Card,Female,3,Good,1,3.2GB 2-Day Plan,1000,12,12000,21.09,No,No Churn
CUST0171,Maryam Dixon,February,33,Jigawa,4G Router,Male,1,Poor,42,165GB Monthly Plan,35000,7,245000,70.56,No,No Churn
CUST0172,Obinna Miller,January,68,Nasarawa,Mobile SIM Card,Male,2,Fair,6,7GB Monthly Plan,3500,8,28000,158.32,No,No Churn
CUST0172,Obinna Miller,January,68,Nasarawa,4G Router,Male,2,Fair,6,25GB Monthly Plan,9000,8,72000,129.1,No,No Churn
CUST0172,Obinna Miller,January,68,Nasarawa,5G Broadband Router,Male,2,Fair,6,120GB Monthly Broadband Plan,24000,1,24000,155.9,No,No Churn
CUST0173,Maryam Soto,February,42,Bauchi,Mobile SIM Card,Male,3,Good,48,20GB Monthly Plan,7500,16,120000,22.99,No,No Churn
CUST0174,Kunle Jones,February,17,Gombe,4G Router,Female,5,Excellent,9,10GB+10mins Monthly Plan,4500,1,4500,117.68,No,No Churn
CUST0174,Kunle Jones,February,17,Gombe,Mobile SIM Card,Female,5,Excellent,9,1GB+1.5mins Daily Plan,500,2,1000,43.54,No,No Churn
CUST0175,Tamuno Patton,February,80,Cross River,Mobile SIM Card,Female,1,Poor,28,25GB Monthly Plan,9000,7,63000,16.26,No,No Churn
CUST0175,Tamuno Patton,February,80,Cross River,Mobile SIM Card,Female,1,Poor,28,1.5GB 2-Day Plan,600,13,7800,107.51,No,No Churn
CUST0175,Tamuno Patton,February,80,Cross River,Broadband MiFi,Female,1,Poor,28,120GB Monthly Broadband Plan,24000,3,72000,127.04,No,No Churn
CUST0176,Maryam Martinez,January,71,Imo,Broadband MiFi,Male,4,Very Good,16,30GB Monthly Broadband Plan,9000,5,45000,3.03,Yes,Relocation
CUST0176,Maryam Martinez,January,71,Imo,4G Router,Male,4,Very Good,16,65GB Monthly Plan,16000,12,192000,33.18,Yes,Relocation
CUST0176,Maryam Martinez,January,71,Imo,Mobile SIM Card,Male,4,Very Good,16,16.5GB+10mins Monthly Plan,6500,9,58500,103.69,Yes,Relocation
CUST0177,Amina Johnson,January,63,Borno,5G Broadband Router,Female,1,Poor,47,150GB FUP Monthly Unlimited,20000,19,380000,52.96,No,No Churn
CUST0177,Amina Johnson,January,63,Borno,Mobile SIM Card,Female,1,Poor,47,3.2GB 2-Day Plan,1000,17,17000,99.48,No,No Churn
CUST0178,Ejiro Johnson,February,23,Yobe,Broadband MiFi,Male,3,Good,24,30GB Monthly Broadband Plan,9000,1,9000,171.81,No,No Churn
CUST0178,Ejiro Johnson,February,23,Yobe,Mobile SIM Card,Male,3,Good,24,500MB Daily Plan,350,12,4200,9.67,No,No Churn
CUST0178,Ejiro Johnson,February,23,Yobe,5G Broadband Router,Male,3,Good,24,450GB 3-Month Broadband Plan,75000,6,450000,184.09,No,No Churn
CUST0179,Bola Curtis,February,69,Osun,5G Broadband Router,Female,3,Good,16,300GB FUP Monthly Unlimited,30000,17,510000,45.03,Yes,Poor Network
CUST0179,Bola Curtis,February,69,Osun,Broadband MiFi,Female,3,Good,16,30GB Monthly Broadband Plan,9000,3,27000,190.84,Yes,Poor Network
CUST0179,Bola Curtis,February,69,Osun,Mobile SIM Card,Female,3,Good,16,12.5GB Monthly Plan,5500,10,55000,173.27,Yes,Poor Network
CUST0180,Ese Haley,February,27,Sokoto,Mobile SIM Card,Male,3,Good,24,25GB Monthly Plan,9000,16,144000,118.54,No,No Churn
CUST0180,Ese Haley,February,27,Sokoto,Mobile SIM Card,Male,3,Good,24,500MB Daily Plan,350,18,6300,146.63,No,No Churn
CUST0181,Halima Walker,February,35,Lagos,Broadband MiFi,Female,5,Excellent,2,60GB Monthly Broadband Plan,14500,10,145000,169.88,No,No Churn
